HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000001_225,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000005_430,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_124,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_302,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_344,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_404,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_606,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_614,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000007_615,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000009_82,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000013_241,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000013_423,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000020_247,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000021_176,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000022_55,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000027_1,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000035_257,OuterMembrane
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000037_82,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000037_184,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000039_180,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000039_181,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000039_183,Cytoplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000039_186,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000056_170,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000062_167,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000065_149,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000065_150,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000068_34,Periplasmic
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000081_47,Extracellular
HellsCanyon_fall2017coassembly,fall2017coassembly_assembly,fall2017coassembly_000000000085_175,Extracellular
