
Umea2p3_megahit_metabat_bin-0422,bin-0422:42/98_12,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0125,bin-0125:0741/1042_1,PCC porin
Umea2p3_megahit_metabat_bin-0125,bin-0125:0741/1042_2,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-0125,bin-0125:0313/1042_7,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0125,bin-0125:0761/1042_4,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0125,bin-0125:0957/1042_1,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1281,bin-1281:286/674_4,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1281,bin-1281:114/674_7,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1281,bin-1281:286/674_7,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1708,bin-1708:095/132_9,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1708,bin-1708:095/132_7,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1708,bin-1708:095/132_12,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1708,bin-1708:121/132_24,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1596,bin-1596:090/317_7,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1596,bin-1596:258/317_53,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1596,bin-1596:258/317_60,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1596,bin-1596:090/317_13,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1596,bin-1596:258/317_50,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1596,bin-1596:258/317_55,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1113,bin-1113:581/637_7,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1113,bin-1113:558/637_2,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1113,bin-1113:581/637_8,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1113,bin-1113:581/637_9,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0273,bin-0273:030/191_12,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_21,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_22,Outer Surface MHC
Umea2p3_megahit_metabat_bin-0340,bin-0340:57/81_23,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_3,PCC porin
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_2,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1219,bin-1219:554/779_4,Outer Surface MHC in PCC
Umea2p3_megahit_metabat_bin-1219,bin-1219:039/779_2,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1219,bin-1219:091/779_2,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1219,bin-1219:385/779_5,Outer Surface MHC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_16,Periplasmic MHC in PCC
Umea2p3_megahit_metabat_bin-1172,bin-1172:0328/1087_17,Periplasmic MHC in PCC
