
AM-lipid-02-D10_megahit_metabat_bin-0438,bin-0438:152/205_27,bin-0438:152/205_24
AM-lipid-02-D10_megahit_metabat_bin-0113,bin-0113:1933/3526_2,bin-0113:1933/3526_1
AM-lipid-02-D10_megahit_metabat_bin-0345,bin-0345:149/432_96,bin-0345:149/432_95
AM-lipid-02-D10_megahit_metabat_bin-0834,bin-0834:33/33_104,bin-0834:33/33_105
AM-lipid-02-D10_megahit_metabat_bin-0935,bin-0935:042/258_16,bin-0935:042/258_18
AM-lipid-02-D10_megahit_metabat_bin-0935,bin-0935:042/258_17,bin-0935:042/258_18
AM-lipid-02-D10_megahit_metabat_bin-0755,bin-0755:398/554_2,bin-0755:398/554_4
AM-lipid-02-D10_megahit_metabat_bin-0266,bin-0266:1168/1246_3,bin-0266:1168/1246_2
AM-lipid-02-D10_megahit_metabat_bin-0550,bin-0550:0216/1173_23,bin-0550:0216/1173_20
AM-lipid-02-D10_megahit_metabat_bin-0550,bin-0550:0216/1173_23,bin-0550:0216/1173_26
AM-lipid-02-D10_megahit_metabat_bin-0550,bin-0550:0881/1173_5,bin-0550:0881/1173_2
AM-lipid-02-D10_megahit_metabat_bin-0550,bin-0550:0881/1173_5,bin-0550:0881/1173_3
