
AM-lipid-02-D2_megahit_metabat_bin-0035,bin-0035:233/423_12,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1289,bin-1289:147/389_3,PCC porin
AM-lipid-02-D2_megahit_metabat_bin-1289,bin-1289:147/389_4,Outer Surface MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:415/866_2,PCC porin
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:415/866_1,Outer Surface MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:415/866_3,Outer Surface MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:278/866_4,Periplasmic MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:078/866_1,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:278/866_5,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1006,bin-1006:278/866_6,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-0293,bin-0293:460/526_2,Periplasmic MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-0293,bin-0293:460/526_5,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-0209,bin-0209:041/569_9,PCC porin
AM-lipid-02-D2_megahit_metabat_bin-0209,bin-0209:041/569_7,Outer Surface MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-0209,bin-0209:041/569_8,Outer Surface MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-0825,bin-0825:036/111_9,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1310,bin-1310:201/211_4,Periplasmic MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1310,bin-1310:088/211_78,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1310,bin-1310:128/211_105,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1310,bin-1310:201/211_6,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1161,bin-1161:196/239_7,Periplasmic MHC in PCC
AM-lipid-02-D2_megahit_metabat_bin-1161,bin-1161:192/239_1,Outer Surface MHC
AM-lipid-02-D2_megahit_metabat_bin-1161,bin-1161:196/239_12,Outer Surface MHC
